# 西夏文
U+17EFB 𗻻
U+17EFC 𗻼
U+17EFD 𗻽
U+17EFE 𗻾
U+17EFF 𗻿
U+17F00 𗼀
U+17F01 𗼁
U+17F02 𗼂
U+17F03 𗼃
U+17F04 𗼄
U+17F05 𗼅
U+17F06 𗼆
U+17F07 𗼇
U+17F08 𗼈
U+17F09 𗼉
U+17F0A 𗼊
U+17F0B 𗼋
U+17F0C 𗼌
U+17F0D 𗼍
U+17F0E 𗼎
U+17F0F 𗼏
U+17F10 𗼐
U+17F11 𗼑
U+17F12 𗼒
U+17F13 𗼓
U+17F14 𗼔
U+17F15 𗼕
U+17F16 𗼖
U+17F17 𗼗
U+17F18 𗼘
U+17F19 𗼙
U+17F1A 𗼚
U+17F1B 𗼛
U+17F1C 𗼜
U+17F1D 𗼝
U+17F1E 𗼞
U+17F1F 𗼟
U+17F20 𗼠
U+17F21 𗼡
U+17F22 𗼢
U+17F23 𗼣
U+17F24 𗼤
U+17F25 𗼥
U+17F26 𗼦
U+17F27 𗼧
U+17F28 𗼨
U+17F29 𗼩
U+17F2A 𗼪
U+17F2B 𗼫
U+17F2C 𗼬
U+17F2D 𗼭
U+17F2E 𗼮
U+17F2F 𗼯
U+17F30 𗼰
U+17F31 𗼱
U+17F32 𗼲
U+17F33 𗼳
U+17F34 𗼴
U+17F35 𗼵
U+17F36 𗼶
U+17F37 𗼷
U+17F38 𗼸
U+17F39 𗼹
U+17F3A 𗼺
U+17F3B 𗼻
U+17F3C 𗼼
U+17F3D 𗼽
U+17F3E 𗼾
U+17F3F 𗼿
U+17F40 𗽀
U+17F41 𗽁
U+17F42 𗽂
U+17F43 𗽃
U+17F44 𗽄
U+17F45 𗽅
U+17F46 𗽆
U+17F47 𗽇
U+17F48 𗽈
U+17F49 𗽉
U+17F4A 𗽊
U+17F4B 𗽋
U+17F4C 𗽌
U+17F4D 𗽍
U+17F4E 𗽎
U+17F4F 𗽏
U+17F50 𗽐
U+17F51 𗽑
U+17F52 𗽒
U+17F53 𗽓
U+17F54 𗽔
U+17F55 𗽕
U+17F56 𗽖
U+17F57 𗽗
U+17F58 𗽘
U+17F59 𗽙
U+17F5A 𗽚
U+17F5B 𗽛
U+17F5C 𗽜
U+17F5D 𗽝
U+17F5E 𗽞
U+17F5F 𗽟
U+17F60 𗽠
U+17F61 𗽡
U+17F62 𗽢
U+17F63 𗽣
U+17F64 𗽤
U+17F65 𗽥
U+17F66 𗽦
U+17F67 𗽧
U+17F68 𗽨
U+17F69 𗽩
U+17F6A 𗽪
U+17F6B 𗽫
U+17F6C 𗽬
U+17F6D 𗽭
U+17F6E 𗽮
U+17F6F 𗽯
U+17F70 𗽰
U+17F71 𗽱
U+17F72 𗽲
U+17F73 𗽳
U+17F74 𗽴
U+17F75 𗽵
U+17F76 𗽶
U+17F77 𗽷
U+17F78 𗽸
U+17F79 𗽹
U+17F7A 𗽺
U+17F7B 𗽻
U+17F7C 𗽼
U+17F7D 𗽽
U+17F7E 𗽾
U+17F7F 𗽿
U+17F80 𗾀
U+17F81 𗾁
U+17F82 𗾂
U+17F83 𗾃
U+17F84 𗾄
U+17F85 𗾅
U+17F86 𗾆
U+17F87 𗾇
U+17F88 𗾈
U+17F89 𗾉
U+17F8A 𗾊
U+17F8B 𗾋
U+17F8C 𗾌
U+17F8D 𗾍
U+17F8E 𗾎
U+17F8F 𗾏
U+17F90 𗾐
U+17F91 𗾑
U+17F92 𗾒
U+17F93 𗾓
U+17F94 𗾔
U+17F95 𗾕
U+17F96 𗾖
U+17F97 𗾗
U+17F98 𗾘
U+17F99 𗾙
U+17F9A 𗾚
U+17F9B 𗾛
U+17F9C 𗾜
U+17F9D 𗾝
U+17F9E 𗾞
U+17F9F 𗾟
U+17FA0 𗾠
U+17FA1 𗾡
U+17FA2 𗾢
U+17FA3 𗾣
U+17FA4 𗾤
U+17FA5 𗾥
U+17FA6 𗾦
U+17FA7 𗾧
U+17FA8 𗾨
U+17FA9 𗾩
U+17FAA 𗾪
U+17FAB 𗾫
U+17FAC 𗾬
U+17FAD 𗾭
U+17FAE 𗾮
U+17FAF 𗾯
U+17FB0 𗾰
U+17FB1 𗾱
U+17FB2 𗾲
U+17FB3 𗾳
U+17FB4 𗾴
U+17FB5 𗾵
U+17FB6 𗾶
U+17FB7 𗾷
U+17FB8 𗾸
U+17FB9 𗾹
U+17FBA 𗾺
U+17FBB 𗾻
U+17FBC 𗾼
U+17FBD 𗾽
U+17FBE 𗾾
U+17FBF 𗾿
U+17FC0 𗿀
U+17FC1 𗿁
U+17FC2 𗿂
U+17FC3 𗿃
U+17FC4 𗿄
U+17FC5 𗿅
U+17FC6 𗿆
U+17FC7 𗿇
U+17FC8 𗿈
U+17FC9 𗿉
U+17FCA 𗿊
U+17FCB 𗿋
U+17FCC 𗿌
U+17FCD 𗿍
U+17FCE 𗿎
U+17FCF 𗿏
U+17FD0 𗿐
U+17FD1 𗿑
U+17FD2 𗿒
U+17FD3 𗿓
U+17FD4 𗿔
U+17FD5 𗿕
U+17FD6 𗿖
U+17FD7 𗿗
U+17FD8 𗿘
U+17FD9 𗿙
U+17FDA 𗿚
U+17FDB 𗿛
U+17FDC 𗿜
U+17FDD 𗿝
U+17FDE 𗿞
U+17FDF 𗿟
U+17FE0 𗿠
U+17FE1 𗿡
U+17FE2 𗿢
U+17FE3 𗿣
U+17FE4 𗿤
U+17FE5 𗿥
U+17FE6 𗿦
U+17FE7 𗿧
U+17FE8 𗿨
U+17FE9 𗿩
U+17FEA 𗿪
U+17FEB 𗿫
U+17FEC 𗿬
U+17FED 𗿭
U+17FEE 𗿮
U+17FEF 𗿯
U+17FF0 𗿰
U+17FF1 𗿱
U+17FF2 𗿲
U+17FF3 𗿳
U+17FF4 𗿴
U+17FF5 𗿵
U+17FF6 𗿶
U+17FF7 𗿷
U+17FF8 𗿸
U+17FF9 𗿹
U+17FFA 𗿺
U+17FFB 𗿻
U+17FFC 𗿼
U+17FFD 𗿽
U+17FFE 𗿾
U+17FFF 𗿿
U+18000 𘀀
U+18001 𘀁
U+18002 𘀂
U+18003 𘀃
U+18004 𘀄
U+18005 𘀅
U+18006 𘀆
U+18007 𘀇
U+18008 𘀈
U+18009 𘀉
U+1800A 𘀊
U+1800B 𘀋
U+1800C 𘀌
U+1800D 𘀍
U+1800E 𘀎
U+1800F 𘀏
U+18010 𘀐
U+18011 𘀑
U+18012 𘀒
U+18013 𘀓
U+18014 𘀔
U+18015 𘀕
U+18016 𘀖
U+18017 𘀗
U+18018 𘀘
U+18019 𘀙
U+1801A 𘀚
U+1801B 𘀛
U+1801C 𘀜
U+1801D 𘀝
U+1801E 𘀞
U+1801F 𘀟
U+18020 𘀠
U+18021 𘀡
U+18022 𘀢
U+18023 𘀣
U+18024 𘀤
U+18025 𘀥
U+18026 𘀦
U+18027 𘀧
U+18028 𘀨
U+18029 𘀩
U+1802A 𘀪
U+1802B 𘀫
U+1802C 𘀬
U+1802D 𘀭
U+1802E 𘀮
U+1802F 𘀯
U+18030 𘀰
U+18031 𘀱
U+18032 𘀲
U+18033 𘀳
U+18034 𘀴
U+18035 𘀵
U+18036 𘀶
U+18037 𘀷
U+18038 𘀸
U+18039 𘀹
U+1803A 𘀺
U+1803B 𘀻
U+1803C 𘀼
U+1803D 𘀽
U+1803E 𘀾
U+1803F 𘀿
U+18040 𘁀
U+18041 𘁁
U+18042 𘁂
U+18043 𘁃
U+18044 𘁄
U+18045 𘁅
U+18046 𘁆
U+18047 𘁇
U+18048 𘁈
U+18049 𘁉
U+1804A 𘁊
U+1804B 𘁋
U+1804C 𘁌
U+1804D 𘁍
U+1804E 𘁎
U+1804F 𘁏
U+18050 𘁐
U+18051 𘁑
U+18052 𘁒
U+18053 𘁓
U+18054 𘁔
U+18055 𘁕
U+18056 𘁖
U+18057 𘁗
U+18058 𘁘
U+18059 𘁙
U+1805A 𘁚
U+1805B 𘁛
U+1805C 𘁜
U+1805D 𘁝
U+1805E 𘁞
U+1805F 𘁟
U+18060 𘁠
U+18061 𘁡
U+18062 𘁢
U+18063 𘁣
U+18064 𘁤
U+18065 𘁥
U+18066 𘁦
U+18067 𘁧
U+18068 𘁨
U+18069 𘁩
U+1806A 𘁪
U+1806B 𘁫
U+1806C 𘁬
U+1806D 𘁭
U+1806E 𘁮
U+1806F 𘁯
U+18070 𘁰
U+18071 𘁱
U+18072 𘁲
U+18073 𘁳
U+18074 𘁴
U+18075 𘁵
U+18076 𘁶
U+18077 𘁷
U+18078 𘁸
U+18079 𘁹
U+1807A 𘁺
U+1807B 𘁻
U+1807C 𘁼
U+1807D 𘁽
U+1807E 𘁾
U+1807F 𘁿
U+18080 𘂀
U+18081 𘂁
U+18082 𘂂
U+18083 𘂃
U+18084 𘂄
U+18085 𘂅
U+18086 𘂆
U+18087 𘂇
U+18088 𘂈
U+18089 𘂉
U+1808A 𘂊
U+1808B 𘂋
U+1808C 𘂌
U+1808D 𘂍
U+1808E 𘂎
U+1808F 𘂏
U+18090 𘂐
U+18091 𘂑
U+18092 𘂒
U+18093 𘂓
U+18094 𘂔
U+18095 𘂕
U+18096 𘂖
U+18097 𘂗
U+18098 𘂘
U+18099 𘂙
U+1809A 𘂚
U+1809B 𘂛
U+1809C 𘂜
U+1809D 𘂝
U+1809E 𘂞
U+1809F 𘂟
U+180A0 𘂠
U+180A1 𘂡
U+180A2 𘂢
U+180A3 𘂣
U+180A4 𘂤
U+180A5 𘂥
U+180A6 𘂦
U+180A7 𘂧
U+180A8 𘂨
U+180A9 𘂩
U+180AA 𘂪
U+180AB 𘂫
U+180AC 𘂬
U+180AD 𘂭
U+180AE 𘂮
U+180AF 𘂯
U+180B0 𘂰
U+180B1 𘂱
U+180B2 𘂲
U+180B3 𘂳
U+180B4 𘂴
U+180B5 𘂵
U+180B6 𘂶
U+180B7 𘂷
U+180B8 𘂸
U+180B9 𘂹
U+180BA 𘂺
U+180BB 𘂻
U+180BC 𘂼
U+180BD 𘂽
U+180BE 𘂾
U+180BF 𘂿
U+180C0 𘃀
U+180C1 𘃁
U+180C2 𘃂
U+180C3 𘃃
U+180C4 𘃄
U+180C5 𘃅
U+180C6 𘃆
U+180C7 𘃇
U+180C8 𘃈
U+180C9 𘃉
U+180CA 𘃊
U+180CB 𘃋
U+180CC 𘃌
U+180CD 𘃍
U+180CE 𘃎
U+180CF 𘃏
U+180D0 𘃐
U+180D1 𘃑
U+180D2 𘃒
U+180D3 𘃓
U+180D4 𘃔
U+180D5 𘃕
U+180D6 𘃖
U+180D7 𘃗
U+180D8 𘃘
U+180D9 𘃙
U+180DA 𘃚
U+180DB 𘃛
U+180DC 𘃜
U+180DD 𘃝
U+180DE 𘃞
U+180DF 𘃟
U+180E0 𘃠
U+180E1 𘃡
U+180E2 𘃢
U+180E3 𘃣
U+180E4 𘃤
U+180E5 𘃥
U+180E6 𘃦
U+180E7 𘃧
U+180E8 𘃨
U+180E9 𘃩
U+180EA 𘃪
U+180EB 𘃫
U+180EC 𘃬
U+180ED 𘃭
U+180EE 𘃮
U+180EF 𘃯
U+180F0 𘃰
U+180F1 𘃱
U+180F2 𘃲
U+180F3 𘃳
U+180F4 𘃴
U+180F5 𘃵
U+180F6 𘃶
U+180F7 𘃷
U+180F8 𘃸
U+180F9 𘃹
U+180FA 𘃺
U+180FB 𘃻
U+180FC 𘃼
U+180FD 𘃽
U+180FE 𘃾
U+180FF 𘃿
U+18100 𘄀
U+18101 𘄁
U+18102 𘄂
U+18103 𘄃
U+18104 𘄄
U+18105 𘄅
U+18106 𘄆
U+18107 𘄇
U+18108 𘄈
U+18109 𘄉
U+1810A 𘄊
U+1810B 𘄋
U+1810C 𘄌
U+1810D 𘄍
U+1810E 𘄎
U+1810F 𘄏
U+18110 𘄐
U+18111 𘄑
U+18112 𘄒
U+18113 𘄓
U+18114 𘄔
U+18115 𘄕
U+18116 𘄖
U+18117 𘄗
U+18118 𘄘
U+18119 𘄙
U+1811A 𘄚
U+1811B 𘄛
U+1811C 𘄜
U+1811D 𘄝
U+1811E 𘄞
U+1811F 𘄟
U+18120 𘄠
U+18121 𘄡
U+18122 𘄢
U+18123 𘄣
U+18124 𘄤
U+18125 𘄥
U+18126 𘄦
U+18127 𘄧
U+18128 𘄨
U+18129 𘄩
U+1812A 𘄪
U+1812B 𘄫
U+1812C 𘄬
U+1812D 𘄭
U+1812E 𘄮
U+1812F 𘄯
U+18130 𘄰
U+18131 𘄱
U+18132 𘄲
U+18133 𘄳
U+18134 𘄴
U+18135 𘄵
U+18136 𘄶
U+18137 𘄷
U+18138 𘄸
U+18139 𘄹
U+1813A 𘄺
U+1813B 𘄻
U+1813C 𘄼
U+1813D 𘄽
U+1813E 𘄾
U+1813F 𘄿
U+18140 𘅀
U+18141 𘅁
U+18142 𘅂
U+18143 𘅃
U+18144 𘅄
U+18145 𘅅
U+18146 𘅆
U+18147 𘅇
U+18148 𘅈
U+18149 𘅉
U+1814A 𘅊
U+1814B 𘅋
U+1814C 𘅌
U+1814D 𘅍
U+1814E 𘅎
U+1814F 𘅏
U+18150 𘅐
U+18151 𘅑
U+18152 𘅒
U+18153 𘅓
U+18154 𘅔
U+18155 𘅕
U+18156 𘅖
U+18157 𘅗
U+18158 𘅘
U+18159 𘅙
U+1815A 𘅚
U+1815B 𘅛
U+1815C 𘅜
U+1815D 𘅝
U+1815E 𘅞
U+1815F 𘅟
U+18160 𘅠
U+18161 𘅡
U+18162 𘅢
U+18163 𘅣
U+18164 𘅤
U+18165 𘅥
U+18166 𘅦
U+18167 𘅧
U+18168 𘅨
U+18169 𘅩
U+1816A 𘅪
U+1816B 𘅫
U+1816C 𘅬
U+1816D 𘅭
U+1816E 𘅮
U+1816F 𘅯
U+18170 𘅰
U+18171 𘅱
U+18172 𘅲
U+18173 𘅳
U+18174 𘅴
U+18175 𘅵
U+18176 𘅶
U+18177 𘅷
U+18178 𘅸
U+18179 𘅹
U+1817A 𘅺
U+1817B 𘅻
U+1817C 𘅼
U+1817D 𘅽
U+1817E 𘅾
U+1817F 𘅿
U+18180 𘆀
U+18181 𘆁
U+18182 𘆂
U+18183 𘆃
U+18184 𘆄
U+18185 𘆅
U+18186 𘆆
U+18187 𘆇
U+18188 𘆈
U+18189 𘆉
U+1818A 𘆊
U+1818B 𘆋
U+1818C 𘆌
U+1818D 𘆍
U+1818E 𘆎
U+1818F 𘆏
U+18190 𘆐
U+18191 𘆑
U+18192 𘆒
U+18193 𘆓
U+18194 𘆔
U+18195 𘆕
U+18196 𘆖
U+18197 𘆗
U+18198 𘆘
U+18199 𘆙
U+1819A 𘆚
U+1819B 𘆛
U+1819C 𘆜
U+1819D 𘆝
U+1819E 𘆞
U+1819F 𘆟
U+181A0 𘆠
U+181A1 𘆡
U+181A2 𘆢
U+181A3 𘆣
U+181A4 𘆤
U+181A5 𘆥
U+181A6 𘆦
U+181A7 𘆧
U+181A8 𘆨
U+181A9 𘆩
U+181AA 𘆪
U+181AB 𘆫
U+181AC 𘆬
U+181AD 𘆭
U+181AE 𘆮
U+181AF 𘆯
U+181B0 𘆰
U+181B1 𘆱
U+181B2 𘆲
U+181B3 𘆳
U+181B4 𘆴
U+181B5 𘆵
U+181B6 𘆶
U+181B7 𘆷
U+181B8 𘆸
U+181B9 𘆹
U+181BA 𘆺
U+181BB 𘆻
U+181BC 𘆼
U+181BD 𘆽
U+181BE 𘆾
U+181BF 𘆿
U+181C0 𘇀
U+181C1 𘇁
U+181C2 𘇂
U+181C3 𘇃
U+181C4 𘇄
U+181C5 𘇅
U+181C6 𘇆
U+181C7 𘇇
U+181C8 𘇈
U+181C9 𘇉
U+181CA 𘇊
U+181CB 𘇋
U+181CC 𘇌
U+181CD 𘇍
U+181CE 𘇎
U+181CF 𘇏
U+181D0 𘇐
U+181D1 𘇑
U+181D2 𘇒
U+181D3 𘇓
U+181D4 𘇔
U+181D5 𘇕
U+181D6 𘇖
U+181D7 𘇗
U+181D8 𘇘
U+181D9 𘇙
U+181DA 𘇚
U+181DB 𘇛
U+181DC 𘇜
U+181DD 𘇝
U+181DE 𘇞
U+181DF 𘇟
U+181E0 𘇠
U+181E1 𘇡
U+181E2 𘇢
U+181E3 𘇣
U+181E4 𘇤
U+181E5 𘇥
U+181E6 𘇦
U+181E7 𘇧
U+181E8 𘇨
U+181E9 𘇩
U+181EA 𘇪
U+181EB 𘇫
U+181EC 𘇬
U+181ED 𘇭
U+181EE 𘇮
U+181EF 𘇯
U+181F0 𘇰
U+181F1 𘇱
U+181F2 𘇲
U+181F3 𘇳
U+181F4 𘇴
U+181F5 𘇵
U+181F6 𘇶
U+181F7 𘇷
U+181F8 𘇸
U+181F9 𘇹
U+181FA 𘇺
U+181FB 𘇻
U+181FC 𘇼
U+181FD 𘇽
U+181FE 𘇾
U+181FF 𘇿
U+18200 𘈀
U+18201 𘈁
U+18202 𘈂
U+18203 𘈃
U+18204 𘈄
U+18205 𘈅
U+18206 𘈆
U+18207 𘈇
U+18208 𘈈
U+18209 𘈉
U+1820A 𘈊
U+1820B 𘈋
U+1820C 𘈌
U+1820D 𘈍
U+1820E 𘈎
U+1820F 𘈏
U+18210 𘈐
U+18211 𘈑
U+18212 𘈒
U+18213 𘈓
U+18214 𘈔
U+18215 𘈕
U+18216 𘈖
U+18217 𘈗
U+18218 𘈘
U+18219 𘈙
U+1821A 𘈚
U+1821B 𘈛
U+1821C 𘈜
U+1821D 𘈝
U+1821E 𘈞
U+1821F 𘈟
U+18220 𘈠
U+18221 𘈡
U+18222 𘈢
U+18223 𘈣
U+18224 𘈤
U+18225 𘈥
U+18226 𘈦
U+18227 𘈧
U+18228 𘈨
U+18229 𘈩
U+1822A 𘈪
U+1822B 𘈫
U+1822C 𘈬
U+1822D 𘈭
U+1822E 𘈮
U+1822F 𘈯
U+18230 𘈰
U+18231 𘈱
U+18232 𘈲
U+18233 𘈳
U+18234 𘈴
U+18235 𘈵
U+18236 𘈶
U+18237 𘈷
U+18238 𘈸
U+18239 𘈹
U+1823A 𘈺
U+1823B 𘈻
U+1823C 𘈼
U+1823D 𘈽
U+1823E 𘈾
U+1823F 𘈿
U+18240 𘉀
U+18241 𘉁
U+18242 𘉂
U+18243 𘉃
U+18244 𘉄
U+18245 𘉅
U+18246 𘉆
U+18247 𘉇
U+18248 𘉈
U+18249 𘉉
U+1824A 𘉊
U+1824B 𘉋
U+1824C 𘉌
U+1824D 𘉍
U+1824E 𘉎
U+1824F 𘉏
U+18250 𘉐
U+18251 𘉑
U+18252 𘉒
U+18253 𘉓
U+18254 𘉔
U+18255 𘉕
U+18256 𘉖
U+18257 𘉗
U+18258 𘉘
U+18259 𘉙
U+1825A 𘉚
U+1825B 𘉛
U+1825C 𘉜
U+1825D 𘉝
U+1825E 𘉞
U+1825F 𘉟
U+18260 𘉠
U+18261 𘉡
U+18262 𘉢
U+18263 𘉣
U+18264 𘉤
U+18265 𘉥
U+18266 𘉦
U+18267 𘉧
U+18268 𘉨
U+18269 𘉩
U+1826A 𘉪
U+1826B 𘉫
U+1826C 𘉬
U+1826D 𘉭
U+1826E 𘉮
U+1826F 𘉯
U+18270 𘉰
U+18271 𘉱
U+18272 𘉲
U+18273 𘉳
U+18274 𘉴
U+18275 𘉵
U+18276 𘉶
U+18277 𘉷
U+18278 𘉸
U+18279 𘉹
U+1827A 𘉺
U+1827B 𘉻
U+1827C 𘉼
U+1827D 𘉽
U+1827E 𘉾
U+1827F 𘉿
U+18280 𘊀
U+18281 𘊁
U+18282 𘊂
U+18283 𘊃
U+18284 𘊄
U+18285 𘊅
U+18286 𘊆
U+18287 𘊇
U+18288 𘊈
U+18289 𘊉
U+1828A 𘊊
U+1828B 𘊋
U+1828C 𘊌
U+1828D 𘊍
U+1828E 𘊎
U+1828F 𘊏
U+18290 𘊐
U+18291 𘊑
U+18292 𘊒
U+18293 𘊓
U+18294 𘊔
U+18295 𘊕
U+18296 𘊖
U+18297 𘊗
U+18298 𘊘
U+18299 𘊙
U+1829A 𘊚
U+1829B 𘊛
U+1829C 𘊜
U+1829D 𘊝
U+1829E 𘊞
U+1829F 𘊟
U+182A0 𘊠
U+182A1 𘊡
U+182A2 𘊢
U+182A3 𘊣
U+182A4 𘊤
U+182A5 𘊥
U+182A6 𘊦
U+182A7 𘊧
U+182A8 𘊨
U+182A9 𘊩
U+182AA 𘊪
U+182AB 𘊫
U+182AC 𘊬
U+182AD 𘊭
U+182AE 𘊮
U+182AF 𘊯
U+182B0 𘊰
U+182B1 𘊱
U+182B2 𘊲
U+182B3 𘊳
U+182B4 𘊴
U+182B5 𘊵
U+182B6 𘊶
U+182B7 𘊷
U+182B8 𘊸
U+182B9 𘊹
U+182BA 𘊺
U+182BB 𘊻
U+182BC 𘊼
U+182BD 𘊽
U+182BE 𘊾
U+182BF 𘊿
U+182C0 𘋀
U+182C1 𘋁
U+182C2 𘋂
U+182C3 𘋃
U+182C4 𘋄
U+182C5 𘋅
U+182C6 𘋆
U+182C7 𘋇
U+182C8 𘋈
U+182C9 𘋉
U+182CA 𘋊
U+182CB 𘋋
U+182CC 𘋌
U+182CD 𘋍
U+182CE 𘋎
U+182CF 𘋏
U+182D0 𘋐
U+182D1 𘋑
U+182D2 𘋒
U+182D3 𘋓
U+182D4 𘋔
U+182D5 𘋕
U+182D6 𘋖
U+182D7 𘋗
U+182D8 𘋘
U+182D9 𘋙
U+182DA 𘋚
U+182DB 𘋛
U+182DC 𘋜
U+182DD 𘋝
U+182DE 𘋞
U+182DF 𘋟
U+182E0 𘋠
U+182E1 𘋡
U+182E2 𘋢
U+182E3 𘋣
U+182E4 𘋤
U+182E5 𘋥
U+182E6 𘋦
U+182E7 𘋧
U+182E8 𘋨
U+182E9 𘋩
U+182EA 𘋪
U+182EB 𘋫
U+182EC 𘋬
U+182ED 𘋭
U+182EE 𘋮
U+182EF 𘋯
U+182F0 𘋰
U+182F1 𘋱
U+182F2 𘋲
U+182F3 𘋳
U+182F4 𘋴
U+182F5 𘋵
U+182F6 𘋶
U+182F7 𘋷
U+182F8 𘋸
U+182F9 𘋹
U+182FA 𘋺
U+182FB 𘋻
U+182FC 𘋼
U+182FD 𘋽
U+182FE 𘋾
U+182FF 𘋿
U+18300 𘌀
U+18301 𘌁
U+18302 𘌂
U+18303 𘌃
U+18304 𘌄
U+18305 𘌅
U+18306 𘌆
U+18307 𘌇
U+18308 𘌈
U+18309 𘌉
U+1830A 𘌊
U+1830B 𘌋
U+1830C 𘌌
U+1830D 𘌍
U+1830E 𘌎
U+1830F 𘌏
U+18310 𘌐
U+18311 𘌑
U+18312 𘌒
U+18313 𘌓
U+18314 𘌔
U+18315 𘌕
U+18316 𘌖
U+18317 𘌗
U+18318 𘌘
U+18319 𘌙
U+1831A 𘌚
U+1831B 𘌛
U+1831C 𘌜
U+1831D 𘌝
U+1831E 𘌞
U+1831F 𘌟
U+18320 𘌠
U+18321 𘌡
U+18322 𘌢
U+18323 𘌣
U+18324 𘌤
U+18325 𘌥
U+18326 𘌦
U+18327 𘌧
U+18328 𘌨
U+18329 𘌩
U+1832A 𘌪
U+1832B 𘌫
U+1832C 𘌬
U+1832D 𘌭
U+1832E 𘌮
U+1832F 𘌯
U+18330 𘌰
U+18331 𘌱
U+18332 𘌲
U+18333 𘌳
U+18334 𘌴
U+18335 𘌵
U+18336 𘌶
U+18337 𘌷
U+18338 𘌸
U+18339 𘌹
U+1833A 𘌺
U+1833B 𘌻
U+1833C 𘌼
U+1833D 𘌽
U+1833E 𘌾
U+1833F 𘌿
U+18340 𘍀
U+18341 𘍁
U+18342 𘍂
U+18343 𘍃
U+18344 𘍄
U+18345 𘍅
U+18346 𘍆
U+18347 𘍇
U+18348 𘍈
U+18349 𘍉
U+1834A 𘍊
U+1834B 𘍋
U+1834C 𘍌
U+1834D 𘍍
U+1834E 𘍎
U+1834F 𘍏
U+18350 𘍐
U+18351 𘍑
U+18352 𘍒
U+18353 𘍓
U+18354 𘍔
U+18355 𘍕
U+18356 𘍖
U+18357 𘍗
U+18358 𘍘
U+18359 𘍙
U+1835A 𘍚
U+1835B 𘍛
U+1835C 𘍜
U+1835D 𘍝
U+1835E 𘍞
U+1835F 𘍟
U+18360 𘍠
U+18361 𘍡
U+18362 𘍢
U+18363 𘍣
U+18364 𘍤
U+18365 𘍥
U+18366 𘍦
U+18367 𘍧
U+18368 𘍨
U+18369 𘍩
U+1836A 𘍪
U+1836B 𘍫
U+1836C 𘍬
U+1836D 𘍭
U+1836E 𘍮
U+1836F 𘍯
U+18370 𘍰
U+18371 𘍱
U+18372 𘍲
U+18373 𘍳
U+18374 𘍴
U+18375 𘍵
U+18376 𘍶
U+18377 𘍷
U+18378 𘍸
U+18379 𘍹
U+1837A 𘍺
U+1837B 𘍻
U+1837C 𘍼
U+1837D 𘍽
U+1837E 𘍾
U+1837F 𘍿
U+18380 𘎀
U+18381 𘎁
U+18382 𘎂
U+18383 𘎃
U+18384 𘎄
U+18385 𘎅
U+18386 𘎆
U+18387 𘎇
U+18388 𘎈
U+18389 𘎉
U+1838A 𘎊
U+1838B 𘎋
U+1838C 𘎌
U+1838D 𘎍
U+1838E 𘎎
U+1838F 𘎏
U+18390 𘎐
U+18391 𘎑
U+18392 𘎒
U+18393 𘎓
U+18394 𘎔
U+18395 𘎕
U+18396 𘎖
U+18397 𘎗
U+18398 𘎘
U+18399 𘎙
U+1839A 𘎚
U+1839B 𘎛
U+1839C 𘎜
U+1839D 𘎝
U+1839E 𘎞
U+1839F 𘎟
U+183A0 𘎠
U+183A1 𘎡
U+183A2 𘎢
U+183A3 𘎣
U+183A4 𘎤
U+183A5 𘎥
U+183A6 𘎦
U+183A7 𘎧
U+183A8 𘎨
U+183A9 𘎩
U+183AA 𘎪
U+183AB 𘎫
U+183AC 𘎬
U+183AD 𘎭
U+183AE 𘎮
U+183AF 𘎯
U+183B0 𘎰
U+183B1 𘎱
U+183B2 𘎲
U+183B3 𘎳
U+183B4 𘎴
U+183B5 𘎵
U+183B6 𘎶
U+183B7 𘎷
U+183B8 𘎸
U+183B9 𘎹
U+183BA 𘎺
U+183BB 𘎻
U+183BC 𘎼
U+183BD 𘎽
U+183BE 𘎾
U+183BF 𘎿
U+183C0 𘏀
U+183C1 𘏁
U+183C2 𘏂
U+183C3 𘏃
U+183C4 𘏄
U+183C5 𘏅
U+183C6 𘏆
U+183C7 𘏇
U+183C8 𘏈
U+183C9 𘏉
U+183CA 𘏊
U+183CB 𘏋
U+183CC 𘏌
U+183CD 𘏍
U+183CE 𘏎
U+183CF 𘏏
U+183D0 𘏐
U+183D1 𘏑
U+183D2 𘏒
U+183D3 𘏓
U+183D4 𘏔
U+183D5 𘏕
U+183D6 𘏖
U+183D7 𘏗
U+183D8 𘏘
U+183D9 𘏙
U+183DA 𘏚
U+183DB 𘏛
U+183DC 𘏜
U+183DD 𘏝
U+183DE 𘏞
U+183DF 𘏟
U+183E0 𘏠
U+183E1 𘏡
U+183E2 𘏢
U+183E3 𘏣
U+183E4 𘏤
U+183E5 𘏥
U+183E6 𘏦
U+183E7 𘏧
U+183E8 𘏨
U+183E9 𘏩
U+183EA 𘏪
U+183EB 𘏫
U+183EC 𘏬
U+183ED 𘏭
U+183EE 𘏮
U+183EF 𘏯
U+183F0 𘏰
U+183F1 𘏱
U+183F2 𘏲
U+183F3 𘏳
U+183F4 𘏴
U+183F5 𘏵
U+183F6 𘏶
U+183F7 𘏷
U+183F8 𘏸
U+183F9 𘏹
U+183FA 𘏺
U+183FB 𘏻
U+183FC 𘏼
U+183FD 𘏽
U+183FE 𘏾
U+183FF 𘏿
U+18400 𘐀
U+18401 𘐁
U+18402 𘐂
U+18403 𘐃
U+18404 𘐄
U+18405 𘐅
U+18406 𘐆
U+18407 𘐇
U+18408 𘐈
